Year,Period of coverage,Breakdown,Level,Level description,Gender,Age,Indicator value,Lower CI,Upper CI,Numerator,Denominator
2005,1/1/2005 to 31/12/2005,Region,E12000005,West Midlands,Person,All,162.8,159,166.7,"6,905","4,971,900"
2005,1/1/2005 to 31/12/2005,Region,E12000003,Yorkshire and The Humber,Person,All,165.3,161.3,169.4,"6,610","4,722,300"
2004,1/1/2004 to 31/12/2004,Region,E12000004,East Midlands,Person,All,160.4,156.1,164.7,"5,450","3,963,100"
2004,1/1/2004 to 31/12/2004,Region,E12000006,East of England,Person,All,152.2,148.5,155.9,"6,693","5,067,800"
2004,1/1/2004 to 31/12/2004,Region,E12000007,London,Person,All,160.1,156.4,163.9,"7,208","7,013,700"
2004,1/1/2004 to 31/12/2004,Region,E12000001,North East,Person,All,189.2,183.3,195.2,"3,949","2,346,600"
2004,1/1/2004 to 31/12/2004,Region,E12000002,North West,Person,All,180.7,177.1,184.3,"9,742","6,331,800"
2004,1/1/2004 to 31/12/2004,Region,E12000008,South East,Person,All,153.2,150.2,156.3,"9,710","7,477,300"
2004,1/1/2004 to 31/12/2004,Region,E12000009,South West,Person,All,147.9,144.2,151.6,"6,338","4,568,700"
2004,1/1/2004 to 31/12/2004,Region,E12000005,West Midlands,Person,All,162.6,158.7,166.5,"6,845","4,942,300"
2004,1/1/2004 to 31/12/2004,Region,E12000003,Yorkshire and The Humber,Person,All,170.7,166.6,174.8,"6,744","4,680,200"
2003,1/1/2003 to 31/12/2003,Region,E12000004,East Midlands,Person,All,165.3,161,169.7,"5,560","3,930,600"
2003,1/1/2003 to 31/12/2003,Region,E12000006,East of England,Person,All,154.6,150.9,158.3,"6,746","5,039,600"
2003,1/1/2003 to 31/12/2003,Region,E12000007,London,Person,All,162.6,158.8,166.4,"7,321","6,973,100"
2003,1/1/2003 to 31/12/2003,Region,E12000001,North East,Person,All,188.7,182.8,194.7,"3,912","2,348,300"
2003,1/1/2003 to 31/12/2003,Region,E12000002,North West,Person,All,182.6,179,186.3,"9,769","6,308,500"
2003,1/1/2003 to 31/12/2003,Region,E12000008,South East,Person,All,154.3,151.3,157.5,"9,702","7,437,800"
2003,1/1/2003 to 31/12/2003,Region,E12000009,South West,Person,All,153.7,150,157.5,"6,504","4,541,000"
2003,1/1/2003 to 31/12/2003,Region,E12000005,West Midlands,Person,All,169.2,165.3,173.2,"7,060","4,925,100"
2003,1/1/2003 to 31/12/2003,Region,E12000003,Yorkshire and The Humber,Person,All,175.8,171.6,180,"6,884","4,644,800"
2020,1/1/2020 to 31/12/2020,Region,E12000004,East Midlands,Female,All,114.5,110.1,119,"2,617","2,213,800"
2020,1/1/2020 to 31/12/2020,Region,E12000006,East of England,Female,All,95,91.5,98.5,"2,798","2,846,600"
2020,1/1/2020 to 31/12/2020,Region,E12000007,London,Female,All,100.9,97.3,104.5,"3,176","4,200,100"
2020,1/1/2020 to 31/12/2020,Region,E12000001,North East,Female,All,132,125.8,138.3,"1,730","1,225,700"
2020,1/1/2020 to 31/12/2020,Region,E12000002,North West,Female,All,126.4,122.6,130.2,"4,257","3,367,400"
2020,1/1/2020 to 31/12/2020,Region,E12000008,South East,Female,All,102.4,99.4,105.5,"4,385","4,183,000"
2020,1/1/2020 to 31/12/2020,Region,E12000009,South West,Female,All,88.1,84.7,91.6,"2,525","2,535,400"
2020,1/1/2020 to 31/12/2020,Region,E12000005,West Midlands,Female,All,123.1,118.9,127.4,"3,223","2,705,800"
2020,1/1/2020 to 31/12/2020,Region,E12000003,Yorkshire and The Humber,Female,All,123.1,118.8,127.5,"3,094","2,523,800"
2019,1/1/2019 to 31/12/2019,Region,E12000004,East Midlands,Female,All,118.2,113.8,122.8,"2,673","2,204,300"
2019,1/1/2019 to 31/12/2019,Region,E12000006,East of England,Female,All,101.6,98,105.3,"2,972","2,836,300"
2019,1/1/2019 to 31/12/2019,Region,E12000007,London,Female,All,102.7,99.1,106.4,"3,179","4,200,900"
2019,1/1/2019 to 31/12/2019,Region,E12000001,North East,Female,All,133,126.7,139.4,"1,726","1,221,600"
2019,1/1/2019 to 31/12/2019,Region,E12000002,North West,Female,All,124.8,121.1,128.7,"4,173","3,358,200"
2019,1/1/2019 to 31/12/2019,Region,E12000008,South East,Female,All,109.5,106.4,112.7,"4,655","4,173,600"
2019,1/1/2019 to 31/12/2019,Region,E12000009,South West,Female,All,94.8,91.3,98.5,"2,689","2,526,800"
2019,1/1/2019 to 31/12/2019,Region,E12000005,West Midlands,Female,All,117.3,113.2,121.5,"3,051","2,697,600"
2019,1/1/2019 to 31/12/2019,Region,E12000003,Yorkshire and The Humber,Female,All,116.1,111.9,120.4,"2,902","2,515,400"
2018,1/1/2018 to 31/12/2018,Region,E12000004,East Midlands,Female,All,119.8,115.3,124.5,"2,685","2,196,800"
2018,1/1/2018 to 31/12/2018,Region,E12000006,East of England,Female,All,109.9,106.1,113.8,"3,182","2,827,300"
2018,1/1/2018 to 31/12/2018,Region,E12000007,London,Female,All,104,100.3,107.7,"3,153","4,179,500"
2018,1/1/2018 to 31/12/2018,Region,E12000001,North East,Female,All,130.9,124.7,137.3,"1,678","1,219,000"
2018,1/1/2018 to 31/12/2018,Region,E12000002,North West,Female,All,127.3,123.5,131.2,"4,209","3,343,800"
2018,1/1/2018 to 31/12/2018,Region,E12000008,South East,Female,All,109,105.9,112.2,"4,591","4,164,300"
2018,1/1/2018 to 31/12/2018,Region,E12000009,South West,Female,All,107.8,103.9,111.7,"3,029","2,523,800"
2018,1/1/2018 to 31/12/2018,Region,E12000005,West Midlands,Female,All,124.8,120.5,129.2,"3,242","2,689,700"
2018,1/1/2018 to 31/12/2018,Region,E12000003,Yorkshire and The Humber,Female,All,125.6,121.2,130.1,"3,104","2,510,900"
2017,1/1/2017 to 31/12/2017,Region,E12000004,East Midlands,Female,All,118,113.5,122.6,"2,606","2,184,800"
2017,1/1/2017 to 31/12/2017,Region,E12000006,East of England,Female,All,113.7,109.8,117.6,"3,242","2,815,600"
2017,1/1/2017 to 31/12/2017,Region,E12000007,London,Female,All,106.1,102.4,109.9,"3,152","4,150,700"
2017,1/1/2017 to 31/12/2017,Region,E12000001,North East,Female,All,139.3,132.9,146,"1,754","1,214,000"
2017,1/1/2017 to 31/12/2017,Region,E12000002,North West,Female,All,129.2,125.3,133.2,"4,210","3,331,800"
2017,1/1/2017 to 31/12/2017,Region,E12000008,South East,Female,All,111.7,108.5,115,"4,636","4,146,700"
2017,1/1/2017 to 31/12/2017,Region,E12000009,South West,Female,All,111.8,107.9,115.9,"3,102","2,509,800"
2017,1/1/2017 to 31/12/2017,Region,E12000005,West Midlands,Female,All,121.4,117.1,125.7,"3,118","2,674,500"
2017,1/1/2017 to 31/12/2017,Region,E12000003,Yorkshire and The Humber,Female,All,124.9,120.5,129.5,"3,044","2,498,500"
2016,1/1/2016 to 31/12/2016,Region,E12000004,East Midlands,Female,All,124.4,119.8,129.2,"2,688","2,165,000"
2016,1/1/2016 to 31/12/2016,Region,E12000006,East of England,Female,All,118.5,114.5,122.7,"3,307","2,798,400"
2016,1/1/2016 to 31/12/2016,Region,E12000007,London,Female,All,109.1,105.2,113,"3,145","4,128,000"
2016,1/1/2016 to 31/12/2016,Region,E12000001,North East,Female,All,147.5,140.7,154.5,"1,805","1,210,400"
2016,1/1/2016 to 31/12/2016,Region,E12000002,North West,Female,All,136.4,132.4,140.5,"4,370","3,317,600"
2016,1/1/2016 to 31/12/2016,Region,E12000008,South East,Female,All,113.2,109.9,116.5,"4,597","4,126,900"
2016,1/1/2016 to 31/12/2016,Region,E12000009,South West,Female,All,117.5,113.4,121.7,"3,184","2,493,100"
2016,1/1/2016 to 31/12/2016,Region,E12000005,West Midlands,Female,All,125.1,120.8,129.5,"3,159","2,654,100"
2016,1/1/2016 to 31/12/2016,Region,E12000003,Yorkshire and The Humber,Female,All,129.9,125.4,134.5,"3,110","2,487,700"
2015,1/1/2015 to 31/12/2015,Region,E12000004,East Midlands,Female,All,126.9,122.1,131.8,"2,675","2,144,400"
2015,1/1/2015 to 31/12/2015,Region,E12000006,East of England,Female,All,118.1,114,122.3,"3,221","2,775,600"
2015,1/1/2015 to 31/12/2015,Region,E12000007,London,Female,All,112.6,108.6,116.7,"3,183","4,093,500"
2015,1/1/2015 to 31/12/2015,Region,E12000001,North East,Female,All,137.4,130.8,144.2,"1,659","1,205,600"
2015,1/1/2015 to 31/12/2015,Region,E12000002,North West,Female,All,135.4,131.4,139.6,"4,266","3,298,300"
2015,1/1/2015 to 31/12/2015,Region,E12000008,South East,Female,All,116.2,112.9,119.6,"4,620","4,092,500"
2015,1/1/2015 to 31/12/2015,Region,E12000009,South West,Female,All,110.4,106.4,114.5,"2,926","2,472,900"
2015,1/1/2015 to 31/12/2015,Region,E12000005,West Midlands,Female,All,122.5,118.2,126.9,"3,047","2,629,800"
2015,1/1/2015 to 31/12/2015,Region,E12000003,Yorkshire and The Humber,Female,All,126.9,122.4,131.6,"2,977","2,473,700"
2014,1/1/2014 to 31/12/2014,Region,E12000004,East Midlands,Female,All,125.2,120.4,130.2,"2,594","2,127,400"
2014,1/1/2014 to 31/12/2014,Region,E12000006,East of England,Female,All,117.5,113.4,121.7,"3,137","2,750,600"
2014,1/1/2014 to 31/12/2014,Region,E12000007,London,Female,All,112.7,108.7,116.8,"3,093","4,036,000"
2014,1/1/2014 to 31/12/2014,Region,E12000001,North East,Female,All,148.9,142.1,156.1,"1,775","1,204,000"
2014,1/1/2014 to 31/12/2014,Region,E12000002,North West,Female,All,136.2,132.1,140.4,"4,239","3,282,200"
2014,1/1/2014 to 31/12/2014,Region,E12000008,South East,Female,All,115.5,112.2,119,"4,495","4,061,200"
2014,1/1/2014 to 31/12/2014,Region,E12000009,South West,Female,All,113.2,109.1,117.4,"2,940","2,451,000"
2014,1/1/2014 to 31/12/2014,Region,E12000005,West Midlands,Female,All,130.3,125.8,134.9,"3,195","2,614,200"
2014,1/1/2014 to 31/12/2014,Region,E12000003,Yorkshire and The Humber,Female,All,132.8,128.2,137.6,"3,067","2,461,500"
2013,1/1/2013 to 31/12/2013,Region,E12000004,East Midlands,Female,All,122.6,117.8,127.5,"2,494","2,112,500"
2013,1/1/2013 to 31/12/2013,Region,E12000006,East of England,Female,All,124.6,120.4,129,"3,274","2,725,100"
2013,1/1/2013 to 31/12/2013,Region,E12000007,London,Female,All,116.3,112.2,120.6,"3,132","3,987,100"
2013,1/1/2013 to 31/12/2013,Region,E12000001,North East,Female,All,145.3,138.4,152.3,"1,707","1,202,500"
2013,1/1/2013 to 31/12/2013,Region,E12000002,North West,Female,All,142.1,137.9,146.4,"4,355","3,273,700"
2013,1/1/2013 to 31/12/2013,Region,E12000008,South East,Female,All,120.1,116.7,123.7,"4,585","4,028,800"
2013,1/1/2013 to 31/12/2013,Region,E12000009,South West,Female,All,114.4,110.2,118.6,"2,909","2,432,800"
2013,1/1/2013 to 31/12/2013,Region,E12000005,West Midlands,Female,All,129.9,125.3,134.5,"3,129","2,600,700"
2013,1/1/2013 to 31/12/2013,Region,E12000003,Yorkshire and The Humber,Female,All,134.3,129.5,139.1,"3,068","2,454,300"
2012,1/1/2012 to 31/12/2012,Region,E12000004,East Midlands,Female,All,136.8,131.6,142,"2,719","2,100,100"
2012,1/1/2012 to 31/12/2012,Region,E12000006,East of England,Female,All,123.4,119.1,127.7,"3,183","2,705,000"
2012,1/1/2012 to 31/12/2012,Region,E12000007,London,Female,All,119,114.8,123.3,"3,144","3,941,600"
2012,1/1/2012 to 31/12/2012,Region,E12000001,North East,Female,All,153.7,146.6,161,"1,788","1,200,500"
2012,1/1/2012 to 31/12/2012,Region,E12000002,North West,Female,All,141.6,137.4,145.9,"4,304","3,268,600"
2012,1/1/2012 to 31/12/2012,Region,E12000008,South East,Female,All,120.5,117,124.1,"4,512","4,001,200"
2012,1/1/2012 to 31/12/2012,Region,E12000009,South West,Female,All,120.8,116.5,125.2,"3,005","2,417,000"
2012,1/1/2012 to 31/12/2012,Region,E12000005,West Midlands,Female,All,132,127.4,136.7,"3,134","2,588,900"
2012,1/1/2012 to 31/12/2012,Region,E12000003,Yorkshire and The Humber,Female,All,137.7,132.9,142.7,"3,088","2,447,300"
2011,1/1/2011 to 31/12/2011,Region,E12000004,East Midlands,Female,All,128.8,123.8,134,"2,522","2,087,700"
2011,1/1/2011 to 31/12/2011,Region,E12000006,East of England,Female,All,124.5,120.1,128.9,"3,133","2,685,500"
2011,1/1/2011 to 31/12/2011,Region,E12000007,London,Female,All,123.5,119.2,128,"3,154","3,891,800"
2011,1/1/2011 to 31/12/2011,Region,E12000001,North East,Female,All,156.1,149,163.5,"1,797","1,199,900"
2011,1/1/2011 to 31/12/2011,Region,E12000002,North West,Female,All,146.1,141.7,150.5,"4,367","3,259,200"
2011,1/1/2011 to 31/12/2011,Region,E12000008,South East,Female,All,121.2,117.7,124.9,"4,445","3,970,900"
2011,1/1/2011 to 31/12/2011,Region,E12000009,South West,Female,All,124.3,119.9,128.8,"3,041","2,401,700"
2011,1/1/2011 to 31/12/2011,Region,E12000005,West Midlands,Female,All,133.7,129.1,138.5,"3,148","2,577,500"
2011,1/1/2011 to 31/12/2011,Region,E12000003,Yorkshire and The Humber,Female,All,142,137.1,147.1,"3,155","2,437,600"
2010,1/1/2010 to 31/12/2010,Region,E12000004,East Midlands,Female,All,131.4,126.3,136.7,"2,534","2,074,800"
2010,1/1/2010 to 31/12/2010,Region,E12000006,East of England,Female,All,121.4,117.1,125.9,"3,022","2,663,900"
2010,1/1/2010 to 31/12/2010,Region,E12000007,London,Female,All,123.3,118.9,127.8,"3,107","3,828,400"
2010,1/1/2010 to 31/12/2010,Region,E12000001,North East,Female,All,151,143.9,158.3,"1,726","1,197,200"
2010,1/1/2010 to 31/12/2010,Region,E12000002,North West,Female,All,146.2,141.9,150.6,"4,326","3,247,100"
2010,1/1/2010 to 31/12/2010,Region,E12000008,South East,Female,All,124.5,120.9,128.2,"4,501","3,940,900"
2010,1/1/2010 to 31/12/2010,Region,E12000009,South West,Female,All,122.1,117.7,126.6,"2,939","2,385,700"
2010,1/1/2010 to 31/12/2010,Region,E12000005,West Midlands,Female,All,134.1,129.5,138.9,"3,114","2,561,700"
2010,1/1/2010 to 31/12/2010,Region,E12000003,Yorkshire and The Humber,Female,All,139.6,134.7,144.7,"3,070","2,426,000"
2009,1/1/2009 to 31/12/2009,Region,E12000004,East Midlands,Female,All,136.1,130.9,141.5,"2,577","2,060,200"
2009,1/1/2009 to 31/12/2009,Region,E12000006,East of England,Female,All,129.3,124.9,134,"3,166","2,640,900"
2009,1/1/2009 to 31/12/2009,Region,E12000007,London,Female,All,128.2,123.7,132.8,"3,192","3,773,400"
2009,1/1/2009 to 31/12/2009,Region,E12000001,North East,Female,All,156.4,149.2,163.9,"1,764","1,194,300"
2009,1/1/2009 to 31/12/2009,Region,E12000002,North West,Female,All,145.8,141.5,150.3,"4,270","3,235,800"
2009,1/1/2009 to 31/12/2009,Region,E12000008,South East,Female,All,125,121.3,128.7,"4,432","3,904,900"
2009,1/1/2009 to 31/12/2009,Region,E12000009,South West,Female,All,122.4,118,127,"2,902","2,371,700"
2009,1/1/2009 to 31/12/2009,Region,E12000005,West Midlands,Female,All,134.3,129.6,139.1,"3,083","2,548,000"
2009,1/1/2009 to 31/12/2009,Region,E12000003,Yorkshire and The Humber,Female,All,139.4,134.5,144.5,"3,035","2,414,700"
2008,1/1/2008 to 31/12/2008,Region,E12000004,East Midlands,Female,All,134.9,129.7,140.4,"2,513","2,045,200"
2008,1/1/2008 to 31/12/2008,Region,E12000006,East of England,Female,All,132.1,127.6,136.8,"3,189","2,622,700"
2008,1/1/2008 to 31/12/2008,Region,E12000007,London,Female,All,127.5,122.9,132.1,"3,131","3,707,700"
2008,1/1/2008 to 31/12/2008,Region,E12000001,North East,Female,All,155.9,148.7,163.5,"1,743","1,192,400"
2008,1/1/2008 to 31/12/2008,Region,E12000002,North West,Female,All,152.9,148.5,157.5,"4,426","3,225,700"
2008,1/1/2008 to 31/12/2008,Region,E12000008,South East,Female,All,128.1,124.3,131.9,"4,462","3,875,700"
2008,1/1/2008 to 31/12/2008,Region,E12000009,South West,Female,All,127.4,122.9,132.1,"2,980","2,361,900"
2008,1/1/2008 to 31/12/2008,Region,E12000005,West Midlands,Female,All,137.9,133.1,142.8,"3,115","2,534,000"
2008,1/1/2008 to 31/12/2008,Region,E12000003,Yorkshire and The Humber,Female,All,145.9,140.8,151.1,"3,134","2,404,500"
2007,1/1/2007 to 31/12/2007,Region,E12000004,East Midlands,Female,All,139.3,133.9,144.8,"2,540","2,028,500"
2007,1/1/2007 to 31/12/2007,Region,E12000006,East of England,Female,All,129.7,125.1,134.4,"3,064","2,599,000"
2007,1/1/2007 to 31/12/2007,Region,E12000007,London,Female,All,132.3,127.7,137,"3,220","3,649,700"
2007,1/1/2007 to 31/12/2007,Region,E12000001,North East,Female,All,158.3,150.9,165.9,"1,747","1,190,300"
2007,1/1/2007 to 31/12/2007,Region,E12000002,North West,Female,All,155.5,150.9,160.1,"4,447","3,214,700"
2007,1/1/2007 to 31/12/2007,Region,E12000008,South East,Female,All,131.5,127.7,135.5,"4,511","3,843,600"
2007,1/1/2007 to 31/12/2007,Region,E12000009,South West,Female,All,124,119.5,128.7,"2,849","2,347,000"
2007,1/1/2007 to 31/12/2007,Region,E12000005,West Midlands,Female,All,138.3,133.5,143.3,"3,085","2,514,200"
2007,1/1/2007 to 31/12/2007,Region,E12000003,Yorkshire and The Humber,Female,All,149.3,144.1,154.6,"3,172","2,390,200"
2006,1/1/2006 to 31/12/2006,Region,E12000004,East Midlands,Female,All,137.8,132.4,143.4,"2,476","2,011,100"
2006,1/1/2006 to 31/12/2006,Region,E12000006,East of England,Female,All,129.8,125.2,134.5,"3,026","2,579,700"
2006,1/1/2006 to 31/12/2006,Region,E12000007,London,Female,All,131.9,127.3,136.7,"3,173","3,603,200"
2006,1/1/2006 to 31/12/2006,Region,E12000001,North East,Female,All,160.2,152.7,167.9,"1,755","1,187,500"
2006,1/1/2006 to 31/12/2006,Region,E12000002,North West,Female,All,154.2,149.7,158.9,"4,374","3,205,200"
2006,1/1/2006 to 31/12/2006,Region,E12000008,South East,Female,All,133,129.1,136.9,"4,487","3,809,100"
2006,1/1/2006 to 31/12/2006,Region,E12000009,South West,Female,All,129.7,125,134.5,"2,932","2,325,300"
2006,1/1/2006 to 31/12/2006,Region,E12000005,West Midlands,Female,All,140.5,135.6,145.5,"3,096","2,499,100"
2006,1/1/2006 to 31/12/2006,Region,E12000003,Yorkshire and The Humber,Female,All,145.6,140.5,150.9,"3,046","2,378,100"
2005,1/1/2005 to 31/12/2005,Region,E12000004,East Midlands,Female,All,139.2,133.7,144.8,"2,478","1,994,900"
2005,1/1/2005 to 31/12/2005,Region,E12000006,East of England,Female,All,133.6,128.9,138.4,"3,103","2,563,100"
2005,1/1/2005 to 31/12/2005,Region,E12000007,London,Female,All,136.8,132,141.6,"3,271","3,561,700"
2005,1/1/2005 to 31/12/2005,Region,E12000001,North East,Female,All,159.8,152.4,167.5,"1,748","1,186,800"
2005,1/1/2005 to 31/12/2005,Region,E12000002,North West,Female,All,158.2,153.6,162.9,"4,475","3,193,500"
2005,1/1/2005 to 31/12/2005,Region,E12000008,South East,Female,All,134.5,130.5,138.5,"4,495","3,780,600"
2005,1/1/2005 to 31/12/2005,Region,E12000009,South West,Female,All,132.5,127.7,137.3,"2,965","2,311,400"
2005,1/1/2005 to 31/12/2005,Region,E12000005,West Midlands,Female,All,139.9,135,144.9,"3,074","2,485,100"
2005,1/1/2005 to 31/12/2005,Region,E12000003,Yorkshire and The Humber,Female,All,146.9,141.7,152.2,"3,061","2,368,300"
2004,1/1/2004 to 31/12/2004,Region,E12000004,East Midlands,Female,All,143.8,138.2,149.5,"2,529","1,979,700"
2004,1/1/2004 to 31/12/2004,Region,E12000006,East of England,Female,All,135.9,131.1,140.8,"3,103","2,541,500"
2004,1/1/2004 to 31/12/2004,Region,E12000007,London,Female,All,139.3,134.5,144.2,"3,338","3,512,200"
2004,1/1/2004 to 31/12/2004,Region,E12000001,North East,Female,All,167.7,160.1,175.5,"1,836","1,185,400"
2004,1/1/2004 to 31/12/2004,Region,E12000002,North West,Female,All,158.7,154.1,163.5,"4,473","3,181,000"
2004,1/1/2004 to 31/12/2004,Region,E12000008,South East,Female,All,136.2,132.3,140.3,"4,512","3,744,100"
2004,1/1/2004 to 31/12/2004,Region,E12000009,South West,Female,All,131.1,126.4,136,"2,915","2,288,300"
2004,1/1/2004 to 31/12/2004,Region,E12000005,West Midlands,Female,All,141,136.1,146.1,"3,079","2,472,500"
2004,1/1/2004 to 31/12/2004,Region,E12000003,Yorkshire and The Humber,Female,All,147,141.8,152.3,"3,045","2,352,500"
2003,1/1/2003 to 31/12/2003,Region,E12000004,East Midlands,Female,All,145.1,139.4,150.8,"2,523","1,962,300"
2003,1/1/2003 to 31/12/2003,Region,E12000006,East of England,Female,All,136.2,131.4,141.1,"3,087","2,522,700"
2003,1/1/2003 to 31/12/2003,Region,E12000007,London,Female,All,142.4,137.6,147.3,"3,410","3,488,100"
2003,1/1/2003 to 31/12/2003,Region,E12000001,North East,Female,All,158.5,151.1,166.2,"1,725","1,186,800"
2003,1/1/2003 to 31/12/2003,Region,E12000002,North West,Female,All,158.2,153.6,163,"4,427","3,174,400"
2003,1/1/2003 to 31/12/2003,Region,E12000008,South East,Female,All,136.9,132.9,141,"4,498","3,720,900"
2003,1/1/2003 to 31/12/2003,Region,E12000009,South West,Female,All,137.4,132.6,142.4,"3,022","2,275,400"
2003,1/1/2003 to 31/12/2003,Region,E12000005,West Midlands,Female,All,143.5,138.5,148.7,"3,104","2,465,200"
2003,1/1/2003 to 31/12/2003,Region,E12000003,Yorkshire and The Humber,Female,All,152.2,146.9,157.6,"3,127","2,341,100"
2020,1/1/2020 to 31/12/2020,Region,E12000004,East Midlands,Male,All,143.2,138.3,148.3,"3,152","2,217,400"
2020,1/1/2020 to 31/12/2020,Region,E12000006,East of England,Male,All,121.4,117.3,125.5,"3,369","2,832,000"
2020,1/1/2020 to 31/12/2020,Region,E12000007,London,Male,All,123.1,119,127.4,"3,500","4,302,500"
2020,1/1/2020 to 31/12/2020,Region,E12000001,North East,Male,All,156.8,149.9,164,"1,939","1,214,100"
2020,1/1/2020 to 31/12/2020,Region,E12000002,North West,Male,All,152.2,147.9,156.5,"4,898","3,368,300"
2020,1/1/2020 to 31/12/2020,Region,E12000008,South East,Male,All,121,117.6,124.4,"4,873","4,171,000"
2020,1/1/2020 to 31/12/2020,Region,E12000009,South West,Male,All,107.2,103.3,111.2,"2,914","2,523,600"
2020,1/1/2020 to 31/12/2020,Region,E12000005,West Midlands,Male,All,144,139.3,148.8,"3,601","2,728,800"
2020,1/1/2020 to 31/12/2020,Region,E12000003,Yorkshire and The Humber,Male,All,148.6,143.8,153.6,"3,574","2,525,300"
2019,1/1/2019 to 31/12/2019,Region,E12000004,East Midlands,Male,All,140.4,135.5,145.5,"3,064","2,207,000"
2019,1/1/2019 to 31/12/2019,Region,E12000006,East of England,Male,All,123.5,119.4,127.7,"3,402","2,821,400"
2019,1/1/2019 to 31/12/2019,Region,E12000007,London,Male,All,129.1,124.8,133.5,"3,576","4,266,000"
2019,1/1/2019 to 31/12/2019,Region,E12000001,North East,Male,All,165.4,158.3,172.8,"2,033","1,210,400"
2019,1/1/2019 to 31/12/2019,Region,E12000002,North West,Male,All,156.7,152.4,161.1,"5,015","3,358,200"
2019,1/1/2019 to 31/12/2019,Region,E12000008,South East,Male,All,129.1,125.6,132.7,"5,163","4,161,800"
2019,1/1/2019 to 31/12/2019,Region,E12000009,South West,Male,All,114.3,110.3,118.4,"3,092","2,513,800"
2019,1/1/2019 to 31/12/2019,Region,E12000005,West Midlands,Male,All,146,141.3,150.9,"3,636","2,717,700"
2019,1/1/2019 to 31/12/2019,Region,E12000003,Yorkshire and The Humber,Male,All,151.1,146.2,156.2,"3,607","2,518,200"
2018,1/1/2018 to 31/12/2018,Region,E12000004,East Midlands,Male,All,144,139,149.2,"3,120","2,198,400"
2018,1/1/2018 to 31/12/2018,Region,E12000006,East of England,Male,All,134.7,130.4,139.1,"3,686","2,813,800"
2018,1/1/2018 to 31/12/2018,Region,E12000007,London,Male,All,132.2,127.8,136.7,"3,602","4,244,800"
2018,1/1/2018 to 31/12/2018,Region,E12000001,North East,Male,All,161.4,154.3,168.8,"1,955","1,207,300"
2018,1/1/2018 to 31/12/2018,Region,E12000002,North West,Male,All,156.6,152.2,161,"4,953","3,340,500"
2018,1/1/2018 to 31/12/2018,Region,E12000008,South East,Male,All,134.4,130.8,138,"5,327","4,152,200"
2018,1/1/2018 to 31/12/2018,Region,E12000009,South West,Male,All,135.5,131.1,140,"3,622","2,511,400"
2018,1/1/2018 to 31/12/2018,Region,E12000005,West Midlands,Male,All,148.1,143.3,153,"3,668","2,709,300"
2018,1/1/2018 to 31/12/2018,Region,E12000003,Yorkshire and The Humber,Male,All,151.1,146.2,156.2,"3,571","2,512,400"
2017,1/1/2017 to 31/12/2017,Region,E12000004,East Midlands,Male,All,148,142.8,153.2,"3,156","2,188,300"
2017,1/1/2017 to 31/12/2017,Region,E12000006,East of England,Male,All,140.2,135.7,144.7,"3,786","2,805,000"
2017,1/1/2017 to 31/12/2017,Region,E12000007,London,Male,All,134.9,130.4,139.5,"3,564","4,198,800"
2017,1/1/2017 to 31/12/2017,Region,E12000001,North East,Male,All,165.8,158.5,173.2,"1,972","1,201,600"
2017,1/1/2017 to 31/12/2017,Region,E12000002,North West,Male,All,160.2,155.8,164.7,"4,998","3,329,700"
2017,1/1/2017 to 31/12/2017,Region,E12000008,South East,Male,All,137.4,133.8,141.2,"5,374","4,136,800"
2017,1/1/2017 to 31/12/2017,Region,E12000009,South West,Male,All,138.4,134,143,"3,655","2,498,500"
2017,1/1/2017 to 31/12/2017,Region,E12000005,West Midlands,Male,All,153,148.1,158,"3,753","2,695,700"
2017,1/1/2017 to 31/12/2017,Region,E12000003,Yorkshire and The Humber,Male,All,158.5,153.4,163.7,"3,687","2,503,300"
2016,1/1/2016 to 31/12/2016,Region,E12000004,East Midlands,Male,All,146.9,141.7,152.2,"3,059","2,168,200"
2016,1/1/2016 to 31/12/2016,Region,E12000006,East of England,Male,All,140.7,136.2,145.3,"3,714","2,790,800"
2016,1/1/2016 to 31/12/2016,Region,E12000007,London,Male,All,139.1,134.4,143.8,"3,586","4,172,400"
2016,1/1/2016 to 31/12/2016,Region,E12000001,North East,Male,All,173.3,165.8,181,"2,018","1,199,100"
2016,1/1/2016 to 31/12/2016,Region,E12000002,North West,Male,All,165.3,160.7,169.9,"5,052","3,316,700"
2016,1/1/2016 to 31/12/2016,Region,E12000008,South East,Male,All,137.6,133.9,141.4,"5,251","4,119,200"
2016,1/1/2016 to 31/12/2016,Region,E12000009,South West,Male,All,145,140.4,149.7,"3,742","2,482,500"
2016,1/1/2016 to 31/12/2016,Region,E12000005,West Midlands,Male,All,157.9,152.9,163,"3,810","2,674,500"
2016,1/1/2016 to 31/12/2016,Region,E12000003,Yorkshire and The Humber,Male,All,159.1,153.9,164.3,"3,609","2,494,100"
2015,1/1/2015 to 31/12/2015,Region,E12000004,East Midlands,Male,All,152.6,147.3,158.1,"3,094","2,145,000"
2015,1/1/2015 to 31/12/2015,Region,E12000006,East of England,Male,All,140.1,135.5,144.8,"3,606","2,766,000"
2015,1/1/2015 to 31/12/2015,Region,E12000007,London,Male,All,146.1,141.2,151,"3,611","4,115,200"
2015,1/1/2015 to 31/12/2015,Region,E12000001,North East,Male,All,174.7,167.1,182.6,"1,989","1,193,400"
